Date,Temperature_Celsius(℃),Relative_Humidity(%)
"Mar. 20, 2023 13:35",22.0,38
"Mar. 20, 2023 13:36",22.0,38
"Mar. 20, 2023 13:37",22.0,38
"Mar. 20, 2023 13:38",22.0,38
"Mar. 20, 2023 13:39",22.0,38
"Mar. 20, 2023 13:40",22.0,38
"Mar. 20, 2023 13:41",22.0,38
"Mar. 20, 2023 13:42",22.0,38
"Mar. 20, 2023 13:43",22.0,38
"Mar. 20, 2023 13:44",22.0,38
"Mar. 20, 2023 13:45",22.0,38
"Mar. 20, 2023 13:46",22.0,38
"Mar. 20, 2023 13:47",22.0,38
"Mar. 20, 2023 13:48",22.0,38
"Mar. 20, 2023 13:49",22.0,38
"Mar. 20, 2023 13:50",22.0,38
"Mar. 20, 2023 13:51",22.0,38
"Mar. 20, 2023 13:52",22.0,38
"Mar. 20, 2023 13:53",22.0,38
"Mar. 20, 2023 13:54",22.0,38
"Mar. 20, 2023 13:55",22.0,38
"Mar. 20, 2023 13:56",22.0,38
"Mar. 20, 2023 13:57",22.0,38
"Mar. 20, 2023 13:58",22.0,38
"Mar. 20, 2023 13:59",22.0,38
"Mar. 20, 2023 14:00",22.0,38
"Mar. 20, 2023 14:01",22.0,38
"Mar. 20, 2023 14:02",22.0,38
"Mar. 20, 2023 14:03",22.0,38
"Mar. 20, 2023 14:04",22.0,38
"Mar. 20, 2023 14:05",22.0,38
"Mar. 20, 2023 14:06",22.0,38
"Mar. 20, 2023 14:07",22.0,38
"Mar. 20, 2023 14:08",22.0,38
"Mar. 20, 2023 14:09",22.0,38
"Mar. 20, 2023 14:10",22.0,38
"Mar. 20, 2023 14:11",22.0,38
"Mar. 20, 2023 14:12",22.0,38
"Mar. 20, 2023 14:13",22.0,38
"Mar. 20, 2023 14:14",22.0,38
"Mar. 20, 2023 14:15",22.0,38
"Mar. 20, 2023 14:16",21.9,38
"Mar. 20, 2023 14:17",21.9,38
"Mar. 20, 2023 14:18",21.9,38
"Mar. 20, 2023 14:19",21.9,38
"Mar. 20, 2023 14:20",21.9,38
"Mar. 20, 2023 14:21",21.9,38
"Mar. 20, 2023 14:22",21.9,38
"Mar. 20, 2023 14:23",21.9,38
"Mar. 20, 2023 14:24",21.9,38
"Mar. 20, 2023 14:25",21.9,38
"Mar. 20, 2023 14:26",21.9,38
"Mar. 20, 2023 14:27",21.9,38
"Mar. 20, 2023 14:28",21.9,38
"Mar. 20, 2023 14:29",21.9,38
"Mar. 20, 2023 14:30",21.9,38
"Mar. 20, 2023 14:31",21.9,38
"Mar. 20, 2023 14:32",21.9,38
"Mar. 20, 2023 14:33",21.9,38
"Mar. 20, 2023 14:34",21.9,38
"Mar. 20, 2023 14:35",21.9,38
"Mar. 20, 2023 14:36",21.9,38
"Mar. 20, 2023 14:37",21.9,38
"Mar. 20, 2023 14:38",21.9,38
"Mar. 20, 2023 14:39",21.9,38
"Mar. 20, 2023 14:40",21.9,38
"Mar. 20, 2023 14:41",21.9,38
"Mar. 20, 2023 14:42",21.9,38
"Mar. 20, 2023 14:43",21.9,38
"Mar. 20, 2023 14:44",21.9,38
"Mar. 20, 2023 14:45",21.9,38
"Mar. 20, 2023 14:46",21.9,38
"Mar. 20, 2023 14:47",21.9,38
"Mar. 20, 2023 14:48",21.9,38
"Mar. 20, 2023 14:49",21.9,38
"Mar. 20, 2023 14:50",21.9,38
"Mar. 20, 2023 14:51",21.9,38
"Mar. 20, 2023 14:52",21.9,38
"Mar. 20, 2023 14:53",21.9,38
"Mar. 20, 2023 14:54",21.9,38
"Mar. 20, 2023 14:55",21.9,38
"Mar. 20, 2023 14:56",21.9,38
"Mar. 20, 2023 14:57",21.9,38
"Mar. 20, 2023 14:58",21.9,38
"Mar. 20, 2023 14:59",21.9,38
"Mar. 20, 2023 15:00",21.9,38
"Mar. 20, 2023 15:01",21.9,38
"Mar. 20, 2023 15:02",21.9,38
"Mar. 20, 2023 15:03",21.9,38
"Mar. 20, 2023 15:04",21.9,38
"Mar. 20, 2023 15:05",21.9,38
"Mar. 20, 2023 15:06",21.9,38
"Mar. 20, 2023 15:07",21.9,38
"Mar. 20, 2023 15:08",21.9,38
"Mar. 20, 2023 15:09",21.9,38
"Mar. 20, 2023 15:10",21.9,38
"Mar. 20, 2023 15:11",21.9,38
"Mar. 20, 2023 15:12",21.9,38
"Mar. 20, 2023 15:13",21.9,38
"Mar. 20, 2023 15:14",21.9,38
"Mar. 20, 2023 15:15",21.9,38
"Mar. 20, 2023 15:16",21.9,38
"Mar. 20, 2023 15:17",21.9,38
"Mar. 20, 2023 15:18",21.9,38
"Mar. 20, 2023 15:19",21.9,38
"Mar. 20, 2023 15:20",21.9,39
"Mar. 20, 2023 15:21",21.9,39
"Mar. 20, 2023 15:22",21.9,39
"Mar. 20, 2023 15:23",21.9,39
"Mar. 20, 2023 15:24",21.9,39
"Mar. 20, 2023 15:25",21.9,39
"Mar. 20, 2023 15:26",21.9,39
"Mar. 20, 2023 15:27",21.9,39
"Mar. 20, 2023 15:28",21.9,39
"Mar. 20, 2023 15:29",21.9,39
"Mar. 20, 2023 15:30",21.9,39
"Mar. 20, 2023 15:31",21.8,39
"Mar. 20, 2023 15:32",21.8,39
"Mar. 20, 2023 15:33",21.8,39
"Mar. 20, 2023 15:34",21.8,39
"Mar. 20, 2023 15:35",21.8,39
"Mar. 20, 2023 15:36",21.8,39
"Mar. 20, 2023 15:37",21.8,39
"Mar. 20, 2023 15:38",21.8,39
"Mar. 20, 2023 15:39",21.8,39
"Mar. 20, 2023 15:40",21.8,39
"Mar. 20, 2023 15:41",21.8,39
"Mar. 20, 2023 15:42",21.8,39
"Mar. 20, 2023 15:43",21.8,39
"Mar. 20, 2023 15:44",21.8,39
"Mar. 20, 2023 15:45",21.8,39
"Mar. 20, 2023 15:46",21.8,39
"Mar. 20, 2023 15:47",21.8,39
"Mar. 20, 2023 15:48",21.8,39
"Mar. 20, 2023 15:49",21.8,39
"Mar. 20, 2023 15:50",21.8,39
"Mar. 20, 2023 15:51",21.8,39
"Mar. 20, 2023 15:52",21.8,39
"Mar. 20, 2023 15:53",21.8,39
"Mar. 20, 2023 15:54",21.8,39
"Mar. 20, 2023 15:55",21.8,39
"Mar. 20, 2023 15:56",21.8,39
"Mar. 20, 2023 15:57",21.8,39
"Mar. 20, 2023 15:58",21.8,39
"Mar. 20, 2023 15:59",21.8,39
"Mar. 20, 2023 16:00",21.8,39
"Mar. 20, 2023 16:01",21.8,39
"Mar. 20, 2023 16:02",21.8,39
"Mar. 20, 2023 16:03",21.8,39
"Mar. 20, 2023 16:04",21.8,39
"Mar. 20, 2023 16:05",21.8,39
"Mar. 20, 2023 16:06",21.8,39
"Mar. 20, 2023 16:07",21.8,39
"Mar. 20, 2023 16:08",21.8,39
"Mar. 20, 2023 16:09",21.8,39
"Mar. 20, 2023 16:10",21.8,39
"Mar. 20, 2023 16:11",21.8,39
"Mar. 20, 2023 16:12",21.8,39
"Mar. 20, 2023 16:13",21.8,39
"Mar. 20, 2023 16:14",21.8,39
"Mar. 20, 2023 16:15",21.8,39
"Mar. 20, 2023 16:16",21.8,39
"Mar. 20, 2023 16:17",21.8,39
"Mar. 20, 2023 16:18",21.8,39
"Mar. 20, 2023 16:19",21.8,39
"Mar. 20, 2023 16:20",21.8,39
"Mar. 20, 2023 16:21",21.8,39
"Mar. 20, 2023 16:22",21.8,39
"Mar. 20, 2023 16:23",21.8,39
"Mar. 20, 2023 16:24",21.8,39
"Mar. 20, 2023 16:25",21.8,39
"Mar. 20, 2023 16:26",21.8,39
"Mar. 20, 2023 16:27",21.8,39
"Mar. 20, 2023 16:28",21.8,39
"Mar. 20, 2023 16:29",21.8,39
"Mar. 20, 2023 16:30",21.8,39
"Mar. 20, 2023 16:31",21.8,39
"Mar. 20, 2023 16:32",21.8,39
"Mar. 20, 2023 16:33",21.8,39
"Mar. 20, 2023 16:34",21.8,39
"Mar. 20, 2023 16:35",21.8,39
"Mar. 20, 2023 16:36",21.8,39
"Mar. 20, 2023 16:37",21.8,39
"Mar. 20, 2023 16:38",21.8,39
"Mar. 20, 2023 16:39",21.8,39
"Mar. 20, 2023 16:40",21.8,39
"Mar. 20, 2023 16:41",21.8,39
"Mar. 20, 2023 16:42",21.8,39
"Mar. 20, 2023 16:43",21.8,39
"Mar. 20, 2023 16:44",21.8,39
"Mar. 20, 2023 16:45",21.8,39
"Mar. 20, 2023 16:46",21.8,40
"Mar. 20, 2023 16:47",21.8,40
"Mar. 20, 2023 16:48",21.8,40
"Mar. 20, 2023 16:49",21.8,40
"Mar. 20, 2023 16:50",21.8,40
"Mar. 20, 2023 16:51",21.8,40
"Mar. 20, 2023 16:52",21.8,40
"Mar. 20, 2023 16:53",21.8,40
"Mar. 20, 2023 16:54",21.8,40
"Mar. 20, 2023 16:55",21.8,40
"Mar. 20, 2023 16:56",21.8,40
"Mar. 20, 2023 16:57",21.8,40
"Mar. 20, 2023 16:58",21.8,40
"Mar. 20, 2023 16:59",21.8,40
"Mar. 20, 2023 17:00",21.8,40
"Mar. 20, 2023 17:01",21.8,40
"Mar. 20, 2023 17:02",21.8,40
"Mar. 20, 2023 17:03",21.8,40
"Mar. 20, 2023 17:04",21.8,40
"Mar. 20, 2023 17:05",21.8,40
"Mar. 20, 2023 17:06",21.8,40
"Mar. 20, 2023 17:07",21.8,40
"Mar. 20, 2023 17:08",21.8,40
"Mar. 20, 2023 17:09",21.8,40
"Mar. 20, 2023 17:10",21.8,40
"Mar. 20, 2023 17:11",21.8,40
"Mar. 20, 2023 17:12",21.8,40
"Mar. 20, 2023 17:13",21.8,40
"Mar. 20, 2023 17:14",21.8,40
"Mar. 20, 2023 17:15",21.8,40
"Mar. 20, 2023 17:16",21.8,40
"Mar. 20, 2023 17:17",21.8,40
"Mar. 20, 2023 17:18",21.8,40
"Mar. 20, 2023 17:19",21.8,40
"Mar. 20, 2023 17:20",21.7,40
"Mar. 20, 2023 17:21",21.7,40
"Mar. 20, 2023 17:22",21.7,40
"Mar. 20, 2023 17:23",21.7,40
"Mar. 20, 2023 17:24",21.7,40
"Mar. 20, 2023 17:25",21.7,40
"Mar. 20, 2023 17:26",21.7,40
"Mar. 20, 2023 17:27",21.7,40
"Mar. 20, 2023 17:28",21.7,40
"Mar. 20, 2023 17:29",21.7,40
"Mar. 20, 2023 17:30",21.7,40
"Mar. 20, 2023 17:31",21.7,40
"Mar. 20, 2023 17:32",21.7,40
"Mar. 20, 2023 17:33",21.7,40
"Mar. 20, 2023 17:34",21.7,40
"Mar. 20, 2023 17:35",21.7,40
"Mar. 20, 2023 17:36",21.7,40
"Mar. 20, 2023 17:37",21.7,40
"Mar. 20, 2023 17:38",21.7,40
"Mar. 20, 2023 17:39",21.7,40
"Mar. 20, 2023 17:40",21.7,41
"Mar. 20, 2023 17:41",21.7,41
"Mar. 20, 2023 17:42",21.7,41
"Mar. 20, 2023 17:43",21.7,41
"Mar. 20, 2023 17:44",21.7,42
"Mar. 20, 2023 17:45",21.7,42
"Mar. 20, 2023 17:46",21.7,42
"Mar. 20, 2023 17:47",21.7,42
"Mar. 20, 2023 17:48",21.7,42
"Mar. 20, 2023 17:49",21.7,42
"Mar. 20, 2023 17:50",21.7,43
"Mar. 20, 2023 17:51",21.7,43
"Mar. 20, 2023 17:52",21.7,43
"Mar. 20, 2023 17:53",21.7,43
"Mar. 20, 2023 17:54",21.7,43
"Mar. 20, 2023 17:55",21.7,43
"Mar. 20, 2023 17:56",21.7,43
"Mar. 20, 2023 17:57",21.7,43
"Mar. 20, 2023 17:58",21.7,43
"Mar. 20, 2023 17:59",21.7,43
"Mar. 20, 2023 18:00",21.7,43
"Mar. 20, 2023 18:01",21.7,43
"Mar. 20, 2023 18:02",21.7,43
"Mar. 20, 2023 18:03",21.8,43
"Mar. 20, 2023 18:04",21.8,43
"Mar. 20, 2023 18:05",21.8,43
"Mar. 20, 2023 18:06",21.8,43
"Mar. 20, 2023 18:07",21.8,43
"Mar. 20, 2023 18:08",21.8,43
"Mar. 20, 2023 18:09",21.8,43
"Mar. 20, 2023 18:10",21.8,43
"Mar. 20, 2023 18:11",21.8,43
"Mar. 20, 2023 18:12",21.8,43
"Mar. 20, 2023 18:13",21.8,43
"Mar. 20, 2023 18:14",21.8,43
"Mar. 20, 2023 18:15",21.8,43
"Mar. 20, 2023 18:16",21.8,43
"Mar. 20, 2023 18:17",21.8,43
"Mar. 20, 2023 18:18",21.8,44
"Mar. 20, 2023 18:19",21.8,44
"Mar. 20, 2023 18:20",21.8,44
"Mar. 20, 2023 18:21",21.8,44
"Mar. 20, 2023 18:22",21.8,44
"Mar. 20, 2023 18:23",21.8,44
"Mar. 20, 2023 18:24",21.8,44
"Mar. 20, 2023 18:25",21.8,44
"Mar. 20, 2023 18:26",21.8,44
"Mar. 20, 2023 18:27",21.8,44
"Mar. 20, 2023 18:28",21.8,44
"Mar. 20, 2023 18:29",21.8,44
"Mar. 20, 2023 18:30",21.8,44
"Mar. 20, 2023 18:31",21.8,44
