Date,Temperature_Celsius(℃),Relative_Humidity(%)
2022-11-03 21:44,14.3,83
2022-11-03 21:45,14.5,76
2022-11-03 21:46,14.7,70
2022-11-03 21:47,14.6,70
2022-11-03 21:48,14.5,70
2022-11-03 21:49,14.1,71
2022-11-03 21:50,13.7,73
2022-11-03 21:51,13.4,73
2022-11-03 21:52,13.1,73
2022-11-03 21:53,12.9,76
2022-11-03 21:54,12.7,79
2022-11-03 21:55,12.5,80
2022-11-03 21:56,12.3,82
2022-11-03 21:57,12.1,80
2022-11-03 21:58,12.0,79
2022-11-03 21:59,12.0,80
2022-11-03 22:00,12.0,82
2022-11-03 22:01,11.9,82
2022-11-03 22:02,11.7,82
2022-11-03 22:03,11.7,83
2022-11-03 22:04,11.7,85
2022-11-03 22:05,11.6,85
2022-11-03 22:06,11.6,85
2022-11-03 22:07,11.6,85
2022-11-03 22:08,11.5,85
2022-11-03 22:09,11.4,85
2022-11-03 22:10,11.4,85
2022-11-03 22:11,11.4,85
2022-11-03 22:12,11.4,85
2022-11-03 22:13,11.4,86
2022-11-03 22:14,11.4,88
2022-11-03 22:15,11.4,88
2022-11-03 22:16,11.3,88
2022-11-03 22:17,11.3,88
2022-11-03 22:18,11.3,88
2022-11-03 22:19,11.3,88
2022-11-03 22:20,11.3,88
2022-11-03 22:21,11.3,88
2022-11-03 22:22,11.3,88
2022-11-03 22:23,11.3,88
2022-11-03 22:24,11.2,88
2022-11-03 22:25,11.2,88
2022-11-03 22:26,11.2,88
2022-11-03 22:27,11.2,88
2022-11-03 22:28,11.2,88
2022-11-03 22:29,11.2,88
2022-11-03 22:30,11.2,88
2022-11-03 22:31,11.2,88
2022-11-03 22:32,11.2,88
2022-11-03 22:33,11.2,88
2022-11-03 22:34,11.2,88
2022-11-03 22:35,11.2,88
2022-11-03 22:36,11.2,88
2022-11-03 22:37,11.2,88
2022-11-03 22:38,11.2,88
2022-11-03 22:39,11.2,88
2022-11-03 22:40,11.2,88
2022-11-03 22:41,11.2,88
2022-11-03 22:42,11.2,88
2022-11-03 22:43,11.2,88
2022-11-03 22:44,11.2,88
2022-11-03 22:45,11.2,88
2022-11-03 22:46,11.2,88
2022-11-03 22:47,11.2,88
2022-11-03 22:48,11.2,88
2022-11-03 22:49,11.2,88
2022-11-03 22:50,11.2,89
2022-11-03 22:51,11.2,89
2022-11-03 22:52,11.2,89
2022-11-03 22:53,11.2,89
2022-11-03 22:54,11.2,89
2022-11-03 22:55,11.2,89
2022-11-03 22:56,11.2,89
2022-11-03 22:57,11.2,89
2022-11-03 22:58,11.2,89
2022-11-03 22:59,11.2,89
2022-11-03 23:00,11.2,89
2022-11-03 23:01,11.2,89
2022-11-03 23:02,11.2,90
2022-11-03 23:03,11.2,90
2022-11-03 23:04,11.2,90
2022-11-03 23:05,11.2,90
2022-11-03 23:06,11.2,90
2022-11-03 23:07,11.2,90
2022-11-03 23:08,11.2,90
2022-11-03 23:09,11.2,90
2022-11-03 23:10,11.2,90
2022-11-03 23:11,11.1,90
2022-11-03 23:12,11.1,90
2022-11-03 23:13,11.1,90
2022-11-03 23:14,11.1,90
2022-11-03 23:15,11.1,90
2022-11-03 23:16,11.1,90
2022-11-03 23:17,11.1,90
2022-11-03 23:18,11.1,90
2022-11-03 23:19,11.1,90
2022-11-03 23:20,11.1,90
2022-11-03 23:21,11.1,90
2022-11-03 23:22,11.1,90
2022-11-03 23:23,11.1,90
2022-11-03 23:24,11.1,90
2022-11-03 23:25,11.1,90
2022-11-03 23:26,11.1,90
2022-11-03 23:27,11.1,90
2022-11-03 23:28,11.1,90
2022-11-03 23:29,11.1,90
2022-11-03 23:30,11.1,90
2022-11-03 23:31,11.1,90
2022-11-03 23:32,11.1,90
2022-11-03 23:33,11.1,90
2022-11-03 23:34,11.1,90
2022-11-03 23:35,11.1,90
